Unique_Advisor_Id,Month,Activity_Type,Activity_Count
41081,2016 / 10,22,3
41081,2016 / 10,25,3
41081,2016 / 11,25,3
41089,2015 / 04,26,6
41089,2015 / 06,26,3
41089,2015 / 07,26,6
41089,2016 / 04,26,3
41089,2016 / 09,26,3
41089,2016 / 12,26,3
41107,2015 / 04,22,3
41107,2015 / 05,13,3
41107,2015 / 05,26,3
41107,2015 / 06,22,3
41107,2015 / 08,22,9
41107,2015 / 09,22,6
41107,2015 / 11,25,3
41107,2016 / 01,22,3
41107,2016 / 02,1,3
41107,2016 / 02,22,3
41107,2016 / 02,25,3
41107,2016 / 03,13,3
41107,2016 / 03,26,6
41107,2016 / 04,1,3
41107,2016 / 04,22,3
41107,2016 / 04,25,3
41107,2016 / 04,26,6
41107,2016 / 05,1,3
41107,2016 / 05,22,6
41107,2016 / 05,25,3
41107,2016 / 05,26,3
41107,2016 / 07,11,3
41107,2016 / 07,25,3
41107,2016 / 08,22,3
41107,2016 / 10,25,3
41107,2016 / 11,22,3
411391,2016 / 11,18,3
412286,2016 / 02,16,3
41303,2015 / 06,26,3
41303,2016 / 02,26,3
41303,2016 / 04,26,3
41303,2016 / 05,26,3
41303,2016 / 06,26,3
41303,2016 / 07,26,3
41303,2016 / 08,26,6
41303,2016 / 10,26,3
41303,2016 / 11,26,3
413076,2016 / 06,11,3
413149,2016 / 06,11,3
413802,2015 / 09,26,3
413802,2016 / 01,26,6
413802,2016 / 03,13,3
413802,2016 / 04,22,3
413802,2016 / 07,13,3
416539,2016 / 06,11,3
416739,2016 / 06,11,3
417476,2016 / 06,11,3
419877,2016 / 06,11,3
42220,2015 / 07,12,3
42223,2015 / 08,26,3
42223,2015 / 11,1,3
42223,2016 / 02,1,3
42223,2016 / 05,1,6
42223,2016 / 08,11,3
422293,2016 / 11,13,3
423485,2016 / 06,11,3
423900,2016 / 06,11,3
424300,2016 / 06,11,3
424897,2016 / 06,11,3
425065,2016 / 06,11,3
426113,2016 / 10,26,3
426467,2016 / 06,11,3
427724,2016 / 08,26,3
428076,2016 / 06,11,3
428128,2016 / 06,11,3
429811,2016 / 06,11,3
430246,2016 / 06,11,3
430329,2016 / 06,11,3
430877,2015 / 07,25,6
430877,2015 / 07,26,3
430877,2015 / 10,25,3
430877,2015 / 11,11,3
430877,2015 / 12,25,3
431404,2015 / 04,11,3
431404,2015 / 04,25,3
432142,2015 / 03,26,3
432142,2015 / 06,25,3
433179,2016 / 06,11,3
433532,2016 / 06,11,3
434933,2016 / 02,5,3
43621,2016 / 07,22,3
436413,2016 / 08,22,3
437378,2016 / 06,11,3
437796,2016 / 06,11,3
438181,2016 / 06,11,3
439865,2015 / 05,11,3
439865,2015 / 05,25,3
439865,2015 / 06,26,3
439865,2015 / 08,26,3
439865,2015 / 10,25,3
439865,2015 / 11,13,3
439865,2015 / 12,30,3
439865,2016 / 02,26,3
439865,2016 / 04,1,3
439865,2016 / 04,25,3
439865,2016 / 05,25,6
439865,2016 / 05,26,3
439865,2016 / 05,7,6
439865,2016 / 06,25,3
439865,2016 / 08,26,3
439865,2016 / 09,25,3
439865,2016 / 09,26,3
439865,2016 / 11,25,3
439865,2016 / 11,26,3
439865,2016 / 11,4,3
439955,2016 / 03,13,3
440086,2016 / 01,26,3
44027,2015 / 09,26,3
44096,2016 / 08,22,3
441145,2015 / 07,26,3
441145,2016 / 02,13,3
441145,2016 / 03,26,3
441145,2016 / 07,26,3
441145,2016 / 09,11,3
441145,2016 / 09,16,3
441145,2016 / 11,26,3
441145,2016 / 12,17,3
441192,2015 / 04,26,3
441192,2015 / 07,26,3
441192,2016 / 02,26,6
441192,2016 / 07,26,3
441215,2015 / 03,26,3
441215,2015 / 11,26,3
441454,2016 / 05,26,3
44150,2015 / 10,13,3
442228,2016 / 06,11,3
443752,2015 / 10,26,3
443752,2016 / 04,26,3
443752,2016 / 09,26,3
443752,2016 / 10,13,3
443752,2016 / 10,26,3
443774,2015 / 05,26,3
443911,2015 / 04,26,3
443911,2015 / 07,26,3
443911,2016 / 10,26,3
44546,2015 / 04,17,3
44546,2015 / 04,25,3
44546,2016 / 02,26,3
44546,2016 / 06,26,3
445944,2015 / 08,26,3
44695,2015 / 03,26,3
44732,2016 / 02,26,3
447987,2015 / 03,22,3
448015,2015 / 10,13,3
448015,2016 / 03,26,3
449275,2015 / 01,26,3
451339,2015 / 09,26,3
45155,2016 / 06,26,3
45315,2015 / 06,1,3
45315,2016 / 05,25,3
453533,2016 / 01,26,3
45413,2015 / 08,17,3
454337,2016 / 08,13,3
454653,2016 / 11,26,3
454740,2016 / 02,26,3
454751,2016 / 02,26,6
454807,2016 / 02,16,3
455032,2016 / 09,26,3
455466,2016 / 04,26,3
455467,2015 / 07,17,3
455467,2015 / 07,26,3
45571,2016 / 05,26,3
45571,2016 / 07,26,3
45571,2016 / 08,26,3
45571,2016 / 09,11,3
45571,2016 / 09,25,3
45571,2016 / 11,26,3
455778,2016 / 08,17,3
455855,2016 / 10,26,3
455978,2015 / 10,22,3
456300,2016 / 05,26,3
456357,2015 / 10,26,3
456357,2016 / 04,26,3
456488,2015 / 02,17,3
456488,2016 / 10,26,3
456578,2015 / 02,17,3
456853,2016 / 06,26,3
457363,2016 / 02,13,3
457363,2016 / 06,26,3
457422,2016 / 03,26,3
45780,2016 / 11,13,3
458811,2015 / 10,13,3
458925,2016 / 11,17,3
459170,2015 / 03,22,3
459170,2015 / 04,11,3
459170,2015 / 06,26,3
459268,2015 / 09,13,3
461113,2016 / 10,26,3
46149,2015 / 09,25,3
461815,2015 / 10,13,3
46265,2016 / 06,11,3
463122,2015 / 10,13,3
466231,2016 / 11,18,3
466934,2016 / 01,26,3
466934,2016 / 09,26,3
467135,2015 / 06,26,3
468920,2016 / 09,26,3
469242,2015 / 07,26,3
469260,2015 / 10,13,3
469263,2016 / 05,12,3
469263,2016 / 07,22,3
469263,2016 / 08,12,3
469263,2016 / 10,11,3
47054,2016 / 02,16,3
47058,2016 / 02,16,3
470918,2016 / 05,25,3
47096,2016 / 10,16,3
471171,2016 / 05,12,3
471922,2015 / 07,13,3
47288,2015 / 10,13,3
473468,2015 / 02,26,3
473468,2015 / 08,26,3
473589,2016 / 08,25,3
473927,2015 / 03,25,3
473927,2015 / 10,16,3
473927,2015 / 11,13,3
473927,2016 / 01,5,3
473927,2016 / 02,16,3
473927,2016 / 02,5,3
473927,2016 / 05,17,3
473927,2016 / 05,25,9
473927,2016 / 05,26,6
473927,2016 / 06,11,3
473927,2016 / 08,26,3
473927,2016 / 10,11,6
473927,2016 / 10,17,3
473927,2016 / 10,25,3
473927,2016 / 11,13,3
473927,2016 / 11,26,9
474417,2016 / 11,25,3
476256,2015 / 10,13,3
476761,2016 / 03,13,3
479747,2015 / 10,22,3
480794,2016 / 06,11,3
48113,2016 / 06,26,3
481519,2015 / 08,26,3
481519,2015 / 10,22,3
483720,2016 / 06,11,3
483766,2015 / 02,11,3
483766,2015 / 03,11,3
483766,2015 / 05,11,3
483766,2015 / 08,1,3
483766,2016 / 09,11,3
483766,2016 / 11,11,3
483766,2016 / 12,11,3
485557,2015 / 10,25,3
487103,2015 / 11,26,3
48817,2015 / 08,25,3
48817,2016 / 08,26,3
488483,2016 / 08,13,3
488852,2015 / 09,26,3
488852,2015 / 11,26,3
488852,2016 / 06,26,3
488852,2016 / 10,26,3
488925,2015 / 05,26,3
488956,2016 / 10,25,3
488956,2016 / 11,26,3
490494,2016 / 11,13,3
490891,2016 / 11,13,3
49143,2016 / 06,11,3
491611,2015 / 10,17,3
491732,2015 / 10,13,3
491962,2016 / 08,22,3
492291,2016 / 04,26,3
492594,2015 / 12,26,3
492610,2016 / 11,13,3
492995,2015 / 06,26,3
492995,2015 / 11,26,3
492995,2016 / 02,26,3
492995,2016 / 05,26,3
493318,2016 / 10,26,3
494936,2016 / 05,26,3
496161,2016 / 02,26,3
496161,2016 / 10,26,3
496207,2015 / 12,16,3
496208,2015 / 12,16,3
496601,2015 / 12,17,3
497121,2015 / 08,26,3
497656,2016 / 03,26,3
497809,2016 / 06,11,3
498321,2015 / 04,26,3
498321,2015 / 07,26,3
498687,2016 / 01,26,3
498934,2016 / 04,26,3
498951,2016 / 10,26,3
499071,2015 / 06,26,3
499099,2015 / 06,25,3
499099,2015 / 06,26,3
499099,2015 / 07,1,3
499099,2015 / 07,26,6
499099,2015 / 08,1,3
499099,2015 / 08,26,3
499099,2015 / 09,26,3
499099,2015 / 12,26,3
499099,2016 / 02,26,6
499099,2016 / 03,26,3
499099,2016 / 04,26,3
499409,2015 / 10,13,3
499622,2016 / 01,4,3
499622,2016 / 04,26,3
499622,2016 / 06,26,3
499622,2016 / 10,26,3
499646,2015 / 10,13,3
499646,2016 / 03,1,3
499646,2016 / 03,13,3
499878,2016 / 11,13,3
500176,2016 / 09,26,3
501136,2016 / 04,13,3
501344,2015 / 10,13,3
501344,2016 / 03,1,3
501708,2015 / 10,13,3
502131,2015 / 09,26,3
502131,2016 / 09,26,3
502536,2016 / 05,26,3
502955,2015 / 09,26,3
503064,2015 / 06,11,3
503064,2015 / 08,26,3
503064,2016 / 10,26,3
503139,2015 / 11,17,3
503781,2016 / 06,26,3
504002,2016 / 11,13,3
504571,2016 / 04,22,3
504584,2015 / 10,26,3
504584,2016 / 04,26,3
504584,2016 / 06,26,3
505302,2016 / 01,22,3
505302,2016 / 11,22,3
505764,2016 / 08,26,3
505815,2015 / 06,17,3
506100,2016 / 04,13,3
506194,2015 / 08,26,3
506265,2016 / 02,26,3
506431,2015 / 12,26,3
506673,2016 / 04,26,3
506717,2016 / 01,26,3
506857,2016 / 02,9,3
506930,2015 / 08,26,3
506947,2016 / 05,26,3
507058,2015 / 03,26,3
508823,2016 / 03,13,3
508959,2015 / 08,26,3
509063,2015 / 10,26,3
509286,2016 / 02,26,3
509312,2015 / 06,26,3
509488,2016 / 07,17,3
509601,2016 / 02,26,3
509601,2016 / 04,26,3
509601,2016 / 05,26,3
509601,2016 / 06,26,3
509640,2016 / 03,26,3
509640,2016 / 05,26,3
509656,2016 / 06,26,3
509822,2016 / 03,13,3
510217,2015 / 07,26,3
510217,2016 / 03,26,3
51022,2015 / 07,22,3
510301,2016 / 06,26,3
510301,2016 / 08,26,3
510616,2015 / 05,13,3
510707,2015 / 09,26,3
510715,2016 / 05,26,3
510802,2016 / 06,11,3
510891,2015 / 03,26,3
511034,2015 / 11,26,3
51182,2016 / 05,26,6
511966,2015 / 01,17,3
512328,2015 / 02,16,3
512367,2015 / 06,11,3
512367,2015 / 06,26,3
512736,2015 / 11,26,3
512940,2015 / 10,26,3
512940,2016 / 06,26,3
513490,2016 / 06,26,3
513533,2016 / 06,17,3
513596,2016 / 08,13,3
513646,2015 / 09,26,3
513673,2016 / 06,26,3
513710,2016 / 04,13,3
513795,2015 / 08,26,3
514019,2016 / 01,1,3
514019,2016 / 01,26,3
51405,2016 / 11,13,3
514171,2016 / 08,13,3
514320,2015 / 10,25,3
514320,2016 / 11,26,3
514407,2015 / 03,22,3
514407,2015 / 04,12,3
514407,2015 / 04,22,3
514407,2015 / 06,12,3
514407,2015 / 07,22,3
514407,2015 / 10,12,3
514407,2015 / 10,22,3
514407,2015 / 11,12,3
514407,2015 / 12,12,3
514407,2016 / 01,5,3
514446,2015 / 11,26,3
514446,2016 / 11,22,3
514479,2016 / 06,26,3
514494,2015 / 02,22,3
514581,2015 / 10,13,3
514936,2015 / 09,26,3
514936,2016 / 05,26,3
514991,2016 / 08,22,3
515000,2015 / 07,26,3
515000,2015 / 12,26,3
515000,2016 / 03,26,3
515202,2015 / 08,25,3
515584,2016 / 06,25,3
515588,2016 / 09,26,3
515588,2016 / 11,26,3
515834,2015 / 04,26,3
515901,2015 / 08,25,3
515901,2015 / 11,26,3
515901,2015 / 12,25,3
515901,2016 / 03,26,3
516159,2016 / 06,26,3
516208,2016 / 09,26,3
516707,2016 / 08,22,3
516736,2016 / 03,26,3
516738,2015 / 03,26,3
517319,2015 / 04,22,3
517661,2015 / 08,26,3
518413,2015 / 05,26,3
518674,2016 / 06,26,3
519070,2015 / 08,26,3
519618,2015 / 11,26,3
519618,2016 / 10,26,3
520579,2015 / 10,13,3
520636,2015 / 11,26,3
52558,2016 / 06,11,3
527514,2015 / 11,26,3
52882,2016 / 06,11,3
531170,2015 / 10,26,3
54412,2015 / 06,26,3
54412,2016 / 02,25,3
54412,2016 / 03,26,3
54412,2016 / 04,26,3
54412,2016 / 05,25,3
54412,2016 / 06,26,3
54412,2016 / 07,26,3
54412,2016 / 08,25,3
54412,2016 / 10,25,3
54960,2016 / 06,11,3
558848,2015 / 07,26,3
559060,2016 / 02,26,3
559060,2016 / 03,26,3
559060,2016 / 06,26,3
559060,2016 / 08,11,3
559060,2016 / 08,26,3
559060,2016 / 11,26,3
561197,2016 / 10,26,3
566408,2015 / 03,11,3
566408,2015 / 03,25,3
566774,2015 / 04,17,3
56793,2016 / 09,25,3
572748,2015 / 06,11,3
572748,2015 / 06,25,3
572748,2015 / 06,26,3
572748,2015 / 07,26,3
572748,2016 / 01,25,6
572748,2016 / 03,22,3
572748,2016 / 03,26,3
572748,2016 / 04,1,3
572748,2016 / 04,22,3
572748,2016 / 04,25,6
572748,2016 / 06,22,3
572748,2016 / 07,25,3
572748,2016 / 07,26,3
572748,2016 / 08,22,3
572748,2016 / 08,26,3
572748,2016 / 09,26,3
572748,2016 / 11,26,3
575813,2015 / 06,22,3
575813,2015 / 07,22,3
575813,2015 / 11,22,6
575813,2015 / 12,9,3
575813,2016 / 01,26,3
575813,2016 / 02,1,3
575813,2016 / 02,22,3
575813,2016 / 03,22,3
575813,2016 / 03,26,3
575813,2016 / 06,22,3
575813,2016 / 08,26,3
575813,2016 / 10,26,3
575813,2016 / 11,22,3
575813,2016 / 11,26,3
576271,2015 / 06,22,3
576271,2015 / 06,26,3
576271,2015 / 07,26,3
576271,2016 / 05,1,3
576271,2016 / 05,25,3
576271,2016 / 07,11,3
576271,2016 / 07,25,3
576271,2016 / 08,22,3
576271,2016 / 08,25,3
576271,2016 / 10,26,3
576271,2016 / 11,26,3
576505,2015 / 06,25,3
576505,2015 / 06,26,3
576505,2015 / 10,1,3
576505,2015 / 11,22,6
576505,2015 / 12,22,3
576505,2016 / 01,13,3
576505,2016 / 04,22,6
576505,2016 / 05,1,3
576505,2016 / 06,22,3
576505,2016 / 07,22,3
576505,2016 / 08,13,3
576505,2016 / 10,22,3
576998,2015 / 05,11,6
576998,2015 / 05,22,3
576998,2015 / 06,11,3
576998,2015 / 06,22,3
576998,2016 / 03,13,3
576998,2016 / 03,22,6
576998,2016 / 04,13,3
576998,2016 / 08,13,3
576998,2016 / 08,26,3
576998,2016 / 09,26,3
577544,2016 / 02,26,3
577544,2016 / 11,26,6
577603,2015 / 08,16,3
577603,2015 / 08,26,3
577603,2015 / 10,16,3
577603,2015 / 12,1,9
577603,2015 / 12,26,3
577603,2016 / 02,1,3
577603,2016 / 02,13,6
577603,2016 / 03,1,3
577603,2016 / 06,11,6
57907,2016 / 09,17,3
579870,2015 / 09,26,3
579870,2015 / 10,25,3
579870,2016 / 02,26,3
579870,2016 / 06,26,3
579870,2016 / 08,26,3
579871,2015 / 09,26,3
579871,2015 / 10,26,3
579871,2016 / 06,26,3
579872,2015 / 09,25,3
579872,2016 / 11,26,3
579873,2015 / 09,25,3
579873,2015 / 10,26,3
579873,2016 / 04,26,3
579873,2016 / 09,26,3
579874,2015 / 09,25,3
579874,2015 / 10,26,3
580109,2015 / 10,6,3
580109,2016 / 08,26,3
580149,2015 / 03,11,6
580149,2015 / 03,22,3
580149,2015 / 03,26,3
580149,2015 / 05,22,3
580149,2015 / 06,22,3
580149,2015 / 07,1,3
580149,2015 / 08,1,3
580149,2015 / 08,22,3
580149,2015 / 10,1,6
580149,2015 / 10,13,3
580149,2015 / 10,17,3
580149,2015 / 10,25,12
580149,2015 / 10,26,6
580861,2015 / 10,17,3
581130,2015 / 10,17,3
581130,2015 / 10,25,3
581130,2016 / 03,17,3
581130,2016 / 03,26,3
581511,2015 / 11,22,3
581511,2016 / 07,26,3
581511,2016 / 09,26,3
581511,2016 / 10,26,6
581511,2016 / 12,22,3
581556,2015 / 11,17,3
581628,2016 / 11,26,3
585033,2016 / 04,1,3
585033,2016 / 04,26,3
585033,2016 / 05,26,3
585033,2016 / 07,26,3
585033,2016 / 08,26,3
585866,2016 / 03,22,3
585866,2016 / 11,22,3
586116,2016 / 03,1,3
586116,2016 / 03,25,6
586116,2016 / 08,11,3
586116,2016 / 08,26,3
586518,2016 / 03,22,3
586518,2016 / 09,6,3
586539,2016 / 03,13,3
586539,2016 / 03,22,3
587267,2016 / 09,26,3
588906,2015 / 11,17,3
588906,2016 / 10,26,3
589046,2015 / 08,16,3
589046,2015 / 09,26,3
589046,2016 / 03,22,3
589046,2016 / 09,16,3
589054,2016 / 02,26,3
589054,2016 / 03,26,3
589054,2016 / 05,12,6
589054,2016 / 05,26,3
589054,2016 / 06,26,3
589054,2016 / 07,26,3
589054,2016 / 08,25,3
589054,2016 / 09,26,3
589054,2016 / 10,26,3
589054,2016 / 11,26,3
589086,2015 / 06,1,3
589086,2015 / 06,25,3
589086,2015 / 07,1,3
589086,2015 / 07,22,3
589086,2015 / 09,1,3
589086,2015 / 09,16,3
589086,2015 / 09,25,3
589086,2015 / 11,1,3
589086,2016 / 01,26,3
589086,2016 / 02,13,3
589086,2016 / 03,26,3
589086,2016 / 05,25,3
589086,2016 / 06,26,3
589086,2016 / 09,26,3
589086,2016 / 10,16,6
589086,2016 / 10,26,3
589086,2016 / 11,26,3
589188,2015 / 01,17,3
589188,2015 / 04,17,3
589188,2015 / 04,25,3
589188,2015 / 05,17,6
589188,2015 / 05,22,6
589188,2015 / 05,26,6
589188,2015 / 06,17,12
589188,2015 / 06,25,9
589188,2015 / 07,17,3
589188,2015 / 07,25,6
589188,2015 / 08,17,3
589188,2015 / 09,17,12
589188,2015 / 10,26,3
589188,2016 / 01,17,3
589188,2016 / 01,26,3
589188,2016 / 02,17,3
589188,2016 / 02,22,3
589188,2016 / 03,17,3
589188,2016 / 03,25,3
589188,2016 / 05,17,3
589188,2016 / 05,25,3
589188,2016 / 11,22,3
589188,2016 / 12,25,3
589411,2016 / 06,26,3
589411,2016 / 09,26,3
589411,2016 / 10,26,3
58955,2016 / 06,11,3
589595,2015 / 11,1,3
589595,2015 / 11,25,3
589857,2016 / 07,26,3
589924,2015 / 06,26,3
589924,2015 / 07,1,3
589924,2015 / 07,26,3
589924,2015 / 09,22,3
59020,2016 / 06,11,3
591352,2016 / 02,17,3
591352,2016 / 02,26,3
591352,2016 / 04,26,3
591352,2016 / 07,26,3
591352,2016 / 09,26,3
591352,2016 / 10,26,3
591793,2016 / 03,13,3
591793,2016 / 03,22,3
591793,2016 / 05,1,3
591793,2016 / 05,22,3
591793,2016 / 05,25,3
591793,2016 / 06,11,3
591793,2016 / 06,22,6
591793,2016 / 06,25,6
591793,2016 / 08,26,3
591793,2016 / 10,22,3
591793,2016 / 10,26,3
591793,2016 / 11,11,3
591793,2016 / 11,26,3
593273,2015 / 08,26,3
593784,2016 / 05,13,3
593784,2016 / 05,22,3
593784,2016 / 07,22,3
593784,2016 / 09,22,3
593784,2016 / 11,26,9
594032,2016 / 11,26,3
594044,2016 / 04,13,6
594044,2016 / 11,26,3
595654,2015 / 11,26,3
595654,2016 / 03,25,3
595654,2016 / 05,26,3
595654,2016 / 08,26,3
595654,2016 / 09,26,3
595654,2016 / 10,26,3
595654,2016 / 11,26,3
596035,2015 / 11,17,3
596035,2015 / 12,17,3
596035,2016 / 01,17,3
596658,2016 / 07,11,3
596658,2016 / 07,25,3
596706,2016 / 03,1,3
596706,2016 / 03,25,3
596706,2016 / 05,26,3
596706,2016 / 10,25,3
597130,2016 / 06,11,3
597567,2015 / 11,26,3
597567,2015 / 12,26,3
597567,2016 / 01,13,3
597567,2016 / 02,26,3
597567,2016 / 04,25,3
597567,2016 / 08,25,3
597567,2016 / 11,16,3
597567,2016 / 11,26,3
597878,2016 / 10,26,3
597916,2016 / 02,5,3
597995,2016 / 05,26,3
598254,2016 / 09,4,3
598272,2016 / 02,26,3
598273,2015 / 07,26,3
598273,2015 / 11,25,3
598273,2016 / 01,26,3
598273,2016 / 03,26,3
598273,2016 / 04,26,3
598273,2016 / 09,26,6
598273,2016 / 10,26,3
598273,2016 / 11,26,3
598299,2016 / 06,11,3
598944,2016 / 02,25,3
598944,2016 / 06,26,3
598948,2016 / 04,26,3
599486,2016 / 05,25,3
599486,2016 / 06,25,3
599486,2016 / 07,25,6
599486,2016 / 08,25,6
599703,2016 / 06,17,6
599703,2016 / 06,22,3
599703,2016 / 06,25,3
599703,2016 / 06,26,3
600240,2016 / 08,26,3
600412,2016 / 03,17,6
600412,2016 / 03,25,6
600412,2016 / 03,26,6
600412,2016 / 04,17,24
600412,2016 / 04,25,15
600412,2016 / 04,26,12
600412,2016 / 05,17,3
600412,2016 / 05,25,3
600412,2016 / 05,26,6
600412,2016 / 06,17,12
600412,2016 / 06,25,3
600412,2016 / 06,26,3
600412,2016 / 07,17,3
600412,2016 / 07,25,3
600412,2016 / 08,11,9
600412,2016 / 08,17,18
600412,2016 / 08,25,6
600412,2016 / 08,26,6
600412,2016 / 09,17,3
600412,2016 / 09,26,6
601407,2016 / 04,26,3
602161,2016 / 09,26,3
603301,2016 / 05,26,3
603301,2016 / 08,26,3
603603,2016 / 02,25,3
603621,2015 / 06,11,3
603621,2015 / 11,1,3
603621,2015 / 11,25,3
603621,2015 / 11,26,6
603621,2015 / 12,26,3
603621,2016 / 02,1,15
603621,2016 / 02,22,6
603621,2016 / 03,22,3
603621,2016 / 03,25,3
603621,2016 / 06,22,3
603621,2016 / 08,26,3
603621,2016 / 11,26,3
603628,2015 / 06,1,3
603628,2015 / 06,22,3
603628,2015 / 06,26,3
603628,2015 / 10,26,3
603628,2016 / 05,16,3
603628,2016 / 09,26,3
603628,2016 / 11,26,3
603630,2016 / 01,1,3
603630,2016 / 01,26,3
603630,2016 / 03,1,3
603630,2016 / 03,26,3
603641,2016 / 11,26,3
603651,2015 / 02,11,3
603651,2015 / 02,26,3
603651,2015 / 04,11,3
603651,2015 / 04,26,3
603651,2015 / 05,11,6
603651,2015 / 05,26,6
603651,2015 / 06,22,3
603651,2015 / 06,26,3
603651,2015 / 07,1,6
603651,2015 / 07,22,3
603651,2015 / 07,26,9
603651,2015 / 08,25,6
603651,2015 / 08,26,9
603651,2015 / 08,7,9
603651,2015 / 09,26,6
603651,2015 / 10,1,3
603651,2015 / 10,25,3
603651,2015 / 10,7,6
603651,2015 / 11,25,6
603651,2015 / 12,26,3
603651,2016 / 01,1,3
603651,2016 / 01,25,3
603651,2016 / 02,25,3
603651,2016 / 03,1,3
603651,2016 / 03,25,3
603651,2016 / 03,26,9
603651,2016 / 04,1,3
603651,2016 / 04,26,3
603651,2016 / 05,22,3
603651,2016 / 05,26,3
603651,2016 / 06,25,3
603651,2016 / 06,26,3
603651,2016 / 07,11,6
603651,2016 / 07,16,3
603651,2016 / 07,26,3
603651,2016 / 08,25,3
603651,2016 / 09,26,9
603651,2016 / 10,26,3
603651,2016 / 11,26,6
603651,2016 / 11,4,3
603653,2015 / 05,22,3
603653,2015 / 06,11,3
603653,2016 / 06,25,3
603653,2016 / 09,26,3
603653,2016 / 11,25,3
603654,2015 / 06,1,6
603654,2015 / 09,26,3
603654,2015 / 11,26,3
603654,2016 / 03,1,12
603654,2016 / 03,22,3
603654,2016 / 04,26,3
603654,2016 / 08,11,3
603654,2016 / 08,26,3
603654,2016 / 11,11,3
603654,2016 / 11,26,3
603659,2015 / 03,22,3
603659,2016 / 04,26,3
603659,2016 / 06,26,3
603659,2016 / 09,26,3
603665,2016 / 06,11,3
603671,2016 / 05,25,3
603671,2016 / 08,26,3
603671,2016 / 11,26,3
603674,2016 / 06,11,3
603676,2016 / 05,26,3
603676,2016 / 06,11,3
603676,2016 / 08,26,3
603678,2015 / 01,25,3
603678,2015 / 08,26,3
603678,2015 / 09,1,3
603678,2015 / 09,26,3
603678,2015 / 09,6,3
603678,2016 / 02,1,3
603678,2016 / 03,1,3
603678,2016 / 06,11,3
603678,2016 / 06,26,3
603678,2016 / 09,25,3
603711,2015 / 03,11,6
603711,2015 / 11,1,3
603711,2015 / 11,13,3
603711,2015 / 11,25,3
603711,2016 / 02,1,3
603711,2016 / 02,22,3
603711,2016 / 02,26,3
603711,2016 / 06,25,3
603711,2016 / 07,11,3
603711,2016 / 11,25,3
603715,2015 / 02,26,3
603715,2015 / 05,25,3
603715,2015 / 05,26,3
603715,2015 / 06,26,3
603715,2015 / 09,26,3
603715,2015 / 12,1,3
603715,2016 / 01,1,3
603715,2016 / 03,1,3
603716,2016 / 05,1,3
603716,2016 / 05,25,3
603716,2016 / 06,25,3
603716,2016 / 08,11,3
603716,2016 / 08,25,3
603716,2016 / 10,16,3
603716,2016 / 11,16,3
603716,2016 / 11,25,6
603716,2016 / 11,26,3
603717,2015 / 06,6,3
603717,2015 / 08,7,3
603717,2016 / 01,26,3
603717,2016 / 02,5,3
603717,2016 / 03,1,12
603717,2016 / 03,26,6
603717,2016 / 04,1,3
603717,2016 / 04,17,3
603717,2016 / 04,26,6
603717,2016 / 09,26,3
603717,2016 / 10,26,3
603717,2016 / 11,11,3
603717,2016 / 11,13,3
603717,2016 / 11,26,3
603719,2016 / 06,11,3
603723,2015 / 03,11,18
603723,2015 / 04,11,3
603723,2015 / 06,1,3
603723,2015 / 09,26,3
603723,2016 / 04,1,6
603723,2016 / 04,22,3
603723,2016 / 05,1,3
603723,2016 / 05,26,3
603723,2016 / 08,11,6
603723,2016 / 08,12,3
603723,2016 / 08,26,3
603723,2016 / 09,26,3
603723,2016 / 10,11,3
603723,2016 / 10,26,3
603723,2016 / 11,11,3
603724,2016 / 05,26,6
603724,2016 / 06,11,3
603724,2016 / 09,26,3
603737,2015 / 05,22,3
603737,2016 / 03,26,6
603737,2016 / 05,1,3
603737,2016 / 06,11,6
603737,2016 / 06,26,3
603737,2016 / 08,11,3
603739,2015 / 09,26,3
603739,2015 / 09,6,3
603739,2016 / 04,1,3
603739,2016 / 04,26,3
603739,2016 / 05,1,3
603739,2016 / 05,26,6
603739,2016 / 08,11,3
603739,2016 / 08,26,3
603739,2016 / 11,11,3
603739,2016 / 11,26,3
603744,2016 / 05,26,3
603744,2016 / 08,26,3
603744,2016 / 11,26,3
603748,2015 / 02,26,3
603748,2015 / 06,26,6
603748,2016 / 04,26,3
603748,2016 / 08,26,6
603748,2016 / 10,26,3
603748,2016 / 11,26,3
603749,2015 / 06,2,3
603749,2016 / 03,26,3
603749,2016 / 05,1,3
603749,2016 / 05,26,3
603749,2016 / 07,11,3
603749,2016 / 07,25,3
603749,2016 / 08,11,3
603749,2016 / 08,26,3
603749,2016 / 09,11,3
603749,2016 / 09,26,3
603749,2016 / 11,11,3
603749,2016 / 11,26,3
603756,2015 / 05,26,3
603756,2016 / 04,26,3
603757,2016 / 03,1,3
603757,2016 / 03,25,3
603757,2016 / 04,26,3
603757,2016 / 05,26,3
603757,2016 / 06,25,3
603757,2016 / 07,26,3
603757,2016 / 11,25,3
603758,2015 / 11,13,3
603758,2016 / 03,26,6
603758,2016 / 08,26,3
603758,2016 / 11,26,3
603763,2015 / 07,26,3
603763,2015 / 08,26,3
603763,2015 / 09,16,3
603763,2015 / 10,17,3
603763,2015 / 10,25,9
603763,2015 / 10,26,6
603763,2015 / 12,26,3
603763,2016 / 02,1,3
603763,2016 / 02,26,3
603763,2016 / 03,13,3
603763,2016 / 03,26,3
603763,2016 / 05,11,3
603763,2016 / 05,16,6
603763,2016 / 05,22,3
603763,2016 / 05,25,6
